total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8424354595065391, 8244, 3334, 25967, 35936, 0.73974425
300000, 0.8688096242566106, 7072, 2568, 27139, 36702, 0.73974425
