total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9416002776268936, 859, 6882, 79559, 45252, 0.5860771
728160, 0.9502233085883276, 377, 6221, 80041, 45913, 0.5860771
