total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9410420061560746, 701, 7114, 79717, 45020, 0.41455802
728160, 0.9481335626772889, 353, 6522, 80065, 45612, 0.41455802
