total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.9459043834460609, 589, 3386, 33622, 35884, 0.60475636
300000, 0.9568323784379635, 104, 3068, 34107, 36202, 0.60475636
