total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9326226688393989, 2005, 6926, 78413, 45208, 0.6780195
728160, 0.9494462550546201, 825, 5876, 79593, 46258, 0.6780195
