total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.9181012778813571, 1780, 4238, 32431, 35032, 0.66574764
300000, 0.9442032634286415, 450, 3650, 33761, 35620, 0.66574764
