total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8541119473061063, 49, 10671, 34162, 28599, 0.4253108
300000, 0.8545610429907051, 6, 10681, 34205, 28589, 0.4253108
