total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 799820, 0.493833, 0.9786977069840714, 7788, 9250, 773090, 9692, 13.30555272102356, 0.9804243454777325, 6066, 9591, 774812, 9351, 7.665830612182617, r=5, 25.842020750045776, 31, 112.14153718948364, 0.002059505321085453, 0.001814031507819891, 0.998046875, 0.956850291315546, 0.9558363131704634
