total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9291825095057035, 1604, 7783, 78814, 44351, 0.49001485
728160, 0.9445349749532259, 691, 6661, 79727, 45473, 0.49001485
