total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 728160, 0.512549, 0.9243089504496349, 1706, 8327, 78712, 43807, 15.219187259674072, 0.9400310821413483, 722, 7227, 79696, 44907, 7.188580274581909, 60.0%, 0.10689902305603027, 44, 622.977725982666, 0.002301114611327648, 0.0018046352779492736, 0.9994964465146088, 0.9508143814546254, 0.9745289496813887
