total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc
 300000, 0.510525, 0.8846368448986813, 5215, 3262, 28996, 36008, 3.6272528171539307, 0.9180332330806603, 3488, 2535, 30723, 36735, 2.964237928390503, noft, -, -, -, -, -, -
