total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc
 300000, 0.704841, 0.9736122262897892, 136, 1803, 34075, 37467, 3.6092352867126465, 0.9793007716280399, 39, 1482, 34172, 37788, 2.9016358852386475, noft, -, -, -, -, -, -
