total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc
 728160, 0.289470, 0.8926534492123845, 6593, 7636, 73825, 44498, 8.943728923797607, 0.9072967590077856, 5377, 6911, 75041, 45223, 7.054409742355347, noft, -, -, -, -, -, -
