total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, time_correction
728160, 26883.29494681127, 0.8327147081899934, 12944, 9230, 67474, 42904, 1.448328971862793, 0.8627557486873076, 10143, 8049, 70275, 44085, 7.021660089492798
