total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.7958461584887441, 2451, 24610, 77967, 27524, 0.4857731
728160, 0.7942845072122638, 1923, 25345, 78495, 26789, 0.4857731
