total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8556089329214355, 5377, 5233, 28834, 34037, 0.5851343
300000, 0.8801731059729726, 4298, 4507, 29913, 34763, 0.5851343
