total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 300000, 0.467591, 0.9405016262707366, 1277, 3095, 32934, 36175, 5.999584674835205, 0.9631333269824852, 263, 2446, 33948, 36824, 3.150465965270996, 50.0%, 0.0401763916015625, 40, 158.21502804756165, 0.003980208188295364, 0.0036210280377417803, 0.9995666666666667, 0.9006933333333333, 0.94636
