total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.6324310459291448, 35299, 13423, 45119, 38711, 0.18584383
728160, 0.6386022089444142, 34789, 13115, 45629, 39019, 0.18584383
