total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8590383908765531, 3229, 7129, 30982, 32141, 0.6517351
300000, 0.8902165185558172, 1319, 6748, 32892, 32522, 0.6517351
