total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, time_correction
728160, 1.6273991995557355, 0.8254043696058905, 14104, 9039, 66314, 43095, 1.4596481323242188, 0.8526766853763051, 11278, 8250, 69140, 43884, 7.088369369506836
