total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 439632, 0.074180, 0.979066582960294, 6661, 2542, 428625, 1804, 3.8584349155426025, 0.9836818066018852, 4539, 2635, 430747, 1711, 4.390393495559692, no fine tuning, -, -, -, -, -, -, -, -
