total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 728160, 0.429352, 0.9516944293560263, 585, 5818, 79833, 46316, 8.416926860809326, 0.9584615848874404, 252, 5254, 80166, 46880, 6.910701274871826, all, 0, 49, 923.9232642650604, 0.02314053662121296, 0.02155231311917305, 0.97314463854098, 0.9730910788837618, 0.9785184574818722
