total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.9313427960969503, 1202, 3843, 33009, 35427, 0.6291392
300000, 0.9507900001360896, 246, 3370, 33965, 35900, 0.6291392
