total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.9332480505164601, 1780, 3125, 32431, 36145, 0.6718836
300000, 0.9603843170343354, 468, 2443, 33743, 36827, 0.6718836
