total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 799820, 0.470181, 0.9349966242404542, 46846, 5145, 734032, 13797, 7.025923252105713, 0.9638668700457603, 23766, 5134, 757112, 13808, 7.61893630027771, 20.0%, 0.11810827255249023, 53, 49.0294463634491, 0.005152970552444458, 0.004301012028008699, 0.9943425124245929, 0.9544359980995724, 0.9774199194818834
