total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8817789632694166, 2264, 6423, 31947, 32847, 0.6718836
300000, 0.9010900777071624, 1155, 6113, 33056, 33157, 0.6718836
