total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8663327935112478, 78, 9744, 34133, 29526, 0.4697265
300000, 0.867680080565044, 54, 9669, 34157, 29601, 0.4697265
