total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.8494553081054982, 10053, 9902, 70365, 42232, 0.4788843
728160, 0.8732271108696964, 7747, 9057, 72671, 43077, 0.4788843
