total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 439632, 0.456917, 0.9921184081231575, 114, 3351, 435172, 995, 4.433420896530151, 0.9920205990464752, 27, 3481, 435259, 865, 4.415778875350952, no fine tuning, -, -, -, -, -, -, -, -
