total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.8926534492123845, 6593, 7636, 73825, 44498, 0.2894702
728160, 0.9072967590077856, 5377, 6911, 75041, 45223, 0.2894702
