total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9156783752791358, 2123, 9054, 78295, 43080, 0.47191685
728160, 0.9332941034461947, 1136, 7706, 79282, 44428, 0.47191685
