total_examples, threshold, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, prediction_time, overall_accuracy_correction, false_positives_num_correction, false_negatives_num_correction, true_negatives_num_correction, true_positives_num_correction, correction_time, pseudo_qty, extraction_time, ft_epochs, ft_time, ft_loss, ft_val_loss, ft_val_acc, pseudo_acc, pseudo_acc_corrected
 300000, 0.503639, 0.9402022291476708, 1267, 3127, 32944, 36143, 5.5201191902160645, 0.9616227324070168, 315, 2505, 33896, 36765, 2.8996951580047607, 70.0%, 0.04003763198852539, 38, 258.0138819217682, 0.009777752682566643, 0.00874254945665598, 0.9983571428571428, 0.90424, 0.94968
