total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.92989920936689, 1716, 7576, 78702, 44558, 0.51264
728160, 0.9462550546200736, 706, 6418, 79712, 45716, 0.51264
