total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.8824084133019494, 2195, 13392, 78223, 38742, 0.47335857
728160, 0.8947733719596838, 1578, 12370, 78840, 39764, 0.47335857
