total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.7046039112151441, 11335, 10371, 22876, 28899, 0.42700884
300000, 0.7445053823437351, 9323, 9451, 24888, 29819, 0.42700884
