total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8850723316231407, 2932, 5513, 31279, 33757, 0.62188184
300000, 0.9210952491120153, 1089, 4709, 33122, 34561, 0.62188184
