total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9130001810610175, 3347, 8185, 77071, 43949, 0.6636969
728160, 0.9289109179793591, 1823, 7600, 78595, 44534, 0.6636969
