total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.8254043696058905, 14104, 9039, 66314, 43095, 1.6273991995557355
728160, 0.8526766853763051, 11278, 8250, 69140, 43884, 1.6273991995557355
