total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9109481561953044, 1104, 10700, 79314, 41434, 0.33993628962523276
728160, 0.920099281791297, 366, 10225, 80052, 41909, 0.33993628962523276
