total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8896449422299642, 2491, 5618, 31720, 33652, 0.4098339
300000, 0.9124943863039425, 1328, 5102, 32883, 34168, 0.4098339
