total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.8974292674296757, 2249, 5288, 31962, 33982, 0.43256062
300000, 0.9220614852819096, 1152, 4575, 33059, 34695, 0.43256062
