total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
300000, 0.7146473237979886, 17911, 3057, 16300, 36213, 0.7831793
300000, 0.7192607612852302, 18306, 2323, 15905, 36947, 0.7831793
