total_examples, overall_accuracy, false_positives_num, false_negatives_num, true_negatives_num, true_positives_num, threshold
728160, 0.9358515903192709, 403, 8100, 80015, 44034, 0.42389178
728160, 0.9401895105317158, 175, 7753, 80243, 44381, 0.42389178
